,date,Close,High,Low,changePercent
0,2014-02-21,70.46162413793105,71.0653068965517,70.2114275862069,0.15686666666666668
1,2014-02-24,70.90143793103445,71.48486896551725,70.3675724137931,0.15686666666666668
2,2014-02-25,70.72909655172415,71.34150689655173,70.32685172413794,0.15686666666666668
3,2014-02-26,70.80131724137928,71.32568620689655,70.34671034482759,0.15686666666666668
4,2014-02-27,71.25541379310344,71.43594137931032,70.45771034482759,0.15686666666666668
5,2014-02-28,71.47354827586207,72.0289275862069,70.86911034482759,0.15686666666666668
6,2014-03-03,70.88265862068964,71.34179999999998,70.30703448275862,0.15686666666666668
7,2014-03-04,71.86247931034481,72.13894827586208,71.33175172413792,0.15686666666666668
8,2014-03-05,71.76367586206898,72.26482068965518,71.34233793103449,0.15686666666666668
9,2014-03-06,71.95098620689654,72.34005862068963,71.61579310344828,0.15686666666666668
10,2014-03-07,72.07463448275863,72.52077586206897,71.6973448275862,0.15686666666666668
11,2014-03-10,71.90885172413795,72.18030689655173,71.43723448275861,0.15686666666666668
12,2014-03-11,71.63218965517241,72.38638275862068,71.30139999999999,0.15686666666666668
13,2014-03-12,71.61940344827586,71.89291034482756,71.06428275862069,0.15686666666666668
14,2014-03-13,70.66853103448274,72.085,70.5025172413793,0.15686666666666668
15,2014-03-14,70.44426551724138,71.07252413793103,70.16309310344828,0.15686666666666668
16,2014-03-17,71.20228620689657,71.51802068965516,70.61825862068966,0.15686666666666668
17,2014-03-18,71.54932068965518,71.87865172413794,71.04444137931034,0.15686666666666668
18,2014-03-19,71.1057724137931,71.97370344827586,70.61329655172415,0.15686666666666668
19,2014-03-20,71.58808620689656,71.86457586206896,70.6477172413793,0.15686666666666668
20,2014-03-21,71.4163551724138,72.62642758620689,71.13777586206898,0.15686666666666668
21,2014-03-24,71.3713482758621,71.97403448275861,70.92906206896551,0.15686666666666668
22,2014-03-25,71.90075172413793,72.50798275862067,71.23304482758621,0.15686666666666668
23,2014-03-26,71.45285862068967,72.52394482758623,71.30464137931035,0.15686666666666668
24,2014-03-27,71.37923103448276,71.88107586206894,70.83821379310345,0.15686666666666668
25,2014-03-28,71.75494827586208,72.29254482758621,71.26779310344827,0.15686666666666668
26,2014-03-31,72.30990000000001,72.70601379310345,71.81719999999999,0.15686666666666668
27,2014-04-01,72.68808620689656,73.04314482758619,72.14908965517242,0.15686666666666668
28,2014-04-02,72.8927551724138,73.16161034482758,72.36055172413792,0.15686666666666668
29,2014-04-03,72.8872551724138,73.25359310344828,72.49777931034482,0.15686666666666668
30,2014-04-04,72.26455517241378,73.44763448275863,72.11268620689656,0.15686666666666668
31,2014-04-07,71.5374551724138,72.61189310344828,71.22742758620689,0.15686666666666668
32,2014-04-08,71.55098965517242,71.99138965517241,70.91300000000001,0.15686666666666668
33,2014-04-09,72.35746896551726,72.51256206896551,71.37287586206897,0.15686666666666668
34,2014-04-10,71.17414137931033,72.7751172413793,71.01988620689657,0.15686666666666668
35,2014-04-11,70.63745517241381,71.36697241379308,70.30329310344827,0.15686666666666668
