date,Close
2014-02-21,70.46162413793110
2014-02-24,70.90143793103450
2014-02-25,70.72909655172420
2014-02-26,70.80131724137930
2014-02-27,71.25541379310340
2014-02-28,71.47354827586210
2014-03-03,70.88265862068960
2014-03-04,71.86247931034480
2014-03-05,71.76367586206900
2014-03-06,71.95098620689650
2014-03-07,72.07463448275860
2014-03-10,71.90885172413800
2014-03-11,71.63218965517240
2014-03-12,71.61940344827590
2014-03-13,70.66853103448270
2014-03-14,70.44426551724140
2014-03-17,71.20228620689660
2014-03-18,71.54932068965520
2014-03-19,71.1057724137931
2014-03-20,71.58808620689660
2014-03-21,71.4163551724138
2014-03-24,71.3713482758621
2014-03-25,71.90075172413790
2014-03-26,71.45285862068970
2014-03-27,71.37923103448280
2014-03-28,71.75494827586210
2014-03-31,72.30990000000000
2014-04-01,72.68808620689660
2014-04-02,72.8927551724138
2014-04-03,72.8872551724138
2014-04-04,72.26455517241380
2014-04-07,71.5374551724138
2014-04-08,71.55098965517240
2014-04-09,72.35746896551730
2014-04-10,71.17414137931030
2014-04-11,70.63745517241380
2014-04-14,71.23800344827590
2014-04-15,71.56383103448280
2014-04-16,72.1850655172414
2014-04-17,72.18277586206900
2014-04-21,72.34781379310350
2014-04-22,72.66739310344830
2014-04-23,72.67158620689650
2014-04-24,72.89309655172410
2014-04-25,72.46613103448280
2014-04-28,72.92007586206900
2014-04-29,73.2558275862069
2014-04-30,73.45819655172420
2014-05-01,73.36377931034480
2014-05-02,73.17094137931030
2014-05-05,73.24421724137930
2014-05-06,72.64654482758620
2014-05-07,73.19122758620690
2014-05-08,73.21896206896550
2014-05-09,73.38490344827590
2014-05-12,73.91013448275860
2014-05-13,74.04042758620690
2014-05-14,73.60953793103450
2014-05-15,72.90164827586210
2014-05-16,73.30129655172410
2014-05-19,73.24114482758620
2014-05-20,72.69164827586210
2014-05-21,73.3987103448276
2014-05-22,73.50233793103450
2014-05-23,73.74577586206900
2014-05-27,74.08813793103450
2014-05-28,73.89220344827590
2014-05-29,74.28225862068970
2014-05-30,74.35698965517240
2014-06-02,74.49963793103450
2014-06-03,74.53069655172410
2014-06-04,74.72269310344830
2014-06-05,75.20623448275860
2014-06-06,75.57926551724140
2014-06-09,75.71651724137930
2014-06-10,75.71059655172410
2014-06-11,75.29016896551720
2014-06-12,74.74094827586210
2014-06-13,74.91501379310340
2014-06-16,75.00985862068970
2014-06-17,75.12426206896550
2014-06-18,75.65284482758620
2014-06-19,75.72749655172410
2014-06-20,75.78253103448280
2014-06-23,75.72402758620690
2014-06-24,75.17495862068970
2014-06-25,75.41172068965520
2014-06-26,75.33519310344830
2014-06-27,75.43363103448270
2014-06-30,75.32449310344830
2014-07-01,75.85814827586210
2014-07-02,75.90927931034480
2014-07-03,76.31918620689660
2014-07-07,76.15284827586210
2014-07-08,75.5904724137931
2014-07-09,75.96973448275860
2014-07-10,75.64354137931040
2014-07-11,75.7576275862069
2014-07-14,76.21260689655170
2014-07-15,76.19618965517240
2014-07-16,76.51028275862070
2014-07-17,75.95750344827590
2014-07-18,76.41916896551730
2014-07-21,76.21888620689650
2014-07-22,76.54245517241380
2014-07-23,76.48621724137930
2014-07-24,76.43453103448280
2014-07-25,76.23014827586210
2014-07-28,76.12693448275860
2014-07-29,75.73052758620690
2014-07-30,75.59815172413790
2014-07-31,74.12568965517240
2014-08-01,73.9644448275862
2014-08-04,74.22561724137930
2014-08-05,73.54245862068960
2014-08-06,73.32944482758620
2014-08-07,73.09602068965510
2014-08-08,73.90909310344830
2014-08-11,74.07967586206900
2014-08-12,74.0781620689655
2014-08-13,74.51409655172410
2014-08-14,74.77814482758620
2014-08-15,74.63291034482760
2014-08-18,75.38000000000000
2014-08-19,75.80044137931040
2014-08-20,76.06756896551720
2014-08-21,76.33018620689660
2014-08-22,76.21068620689660
2014-08-25,76.53345172413790
2014-08-26,76.65325172413790
2014-08-27,76.7730275862069
2014-08-28,76.69021034482760
2014-08-29,76.81354482758620
2014-09-02,76.65507931034480
2014-09-03,76.56612068965510
2014-09-04,76.57086206896550
2014-09-05,76.92454137931030
2014-09-08,76.75910689655170
2014-09-09,76.32800689655170
2014-09-10,76.65644482758620
2014-09-11,76.65254827586210
2014-09-12,76.40110689655170
2014-09-15,76.56822413793100
2014-09-16,76.96537586206900
2014-09-17,77.04013103448280
2014-09-18,77.46988965517240
2014-09-19,77.48662413793100
2014-09-22,76.96827241379310
2014-09-23,76.5457068965517
2014-09-24,77.1664275862069
2014-09-25,75.89807586206900
2014-09-26,76.58336551724140
2014-09-29,76.39456896551730
2014-09-30,76.14618620689660
2014-10-01,75.19436551724140
2014-10-02,75.23250344827590
2014-10-03,76.16510344827590
2014-10-06,76.10605172413790
2014-10-07,74.90465862068970
2014-10-08,76.24968965517240
2014-10-09,74.85447931034480
2014-10-10,74.45358965517240
2014-10-13,73.37645172413790
2014-10-14,73.34528620689660
2014-10-15,72.51133103448280
2014-10-16,72.29697586206900
2014-10-17,73.46821724137930
2014-10-20,73.54815172413790
2014-10-21,74.51883448275860
2014-10-22,73.89650344827590
2014-10-23,74.95049310344830
2014-10-24,75.58308965517240
2014-10-27,75.6815275862069
2014-10-28,76.54403103448280
2014-10-29,76.6345344827586
2014-10-30,77.42249655172410
2014-10-31,77.83300344827590
2014-11-03,77.7979379310345
2014-11-04,77.84374137931030
2014-11-05,78.17875862068970
2014-11-06,78.55516206896550
2014-11-07,78.62029655172410
2014-11-10,78.85169310344830
2014-11-11,78.88805862068970
2014-11-12,78.87985172413790
2014-11-13,79.12630344827590
2014-11-14,79.14475862068970
2014-11-17,79.16778275862070
2014-11-18,79.4355
2014-11-19,79.41452413793100
2014-11-20,79.56644827586210
2014-11-21,79.94492413793100
2014-11-24,80.06487931034480
2014-11-25,79.99050000000000
2014-11-26,80.14263103448280
2014-11-28,80.14716896551720
2014-12-01,79.80851724137930
2014-12-02,80.22536551724140
2014-12-03,80.41081379310350
2014-12-04,80.36956551724140
2014-12-05,80.59931724137930
2014-12-08,80.06725862068970
2014-12-09,79.9451827586207
